# Time-averaged data for fix rdf_out
# TimeStep Number-of-rows
# Row c_rdf_ref[1] c_rdf_ref[2] c_rdf_ref[3] c_rdf_ref[4] c_rdf_ref[5] c_rdf_ref[6] c_rdf_ref[7]
400000 200
45 3.115 0 0 0.00282938 0.00095 0.00184965 0.000652041
46 3.185 0.0232654 0.00015 0.0145092 0.005775 0.0094851 0.00380306
47 3.255 0.0519763 0.0005 0.04765 0.022325 0.0326324 0.0151255
48 3.325 0.142317 0.0015 0.120784 0.0661 0.0828354 0.0451163
49 3.395 0.232065 0.0032 0.222381 0.150125 0.164454 0.107191
50 3.465 0.255546 0.00515 0.361803 0.292525 0.272239 0.214231
51 3.535 0.434392 0.0086 0.510013 0.50145 0.399185 0.377589
52 3.605 0.605343 0.0136 0.661396 0.783225 0.520042 0.598916
53 3.675 0.652403 0.0192 0.770438 1.12432 0.62313 0.874516
54 3.745 0.785304 0.0262 0.860718 1.52005 0.699621 1.19585
55 3.815 0.951344 0.035 0.919182 1.9586 0.7446 1.55074
56 3.885 1.06332 0.0452 0.951134 2.4292 0.763531 1.92813
57 3.955 1.00589 0.0552 0.983535 2.93353 0.763459 2.31921
58 4.025 0.942074 0.0649 1.00253 3.46595 0.756517 2.72057
59 4.095 1.06027 0.0762 1.01672 4.02485 0.75148 3.13325
60 4.165 1.00225 0.08725 1.03673 4.6144 0.759201 3.56454
61 4.235 1.05274 0.09925 1.05491 5.23463 0.775459 4.01999
62 4.305 0.984823 0.11085 1.07483 5.88762 0.798 4.50431
63 4.375 1.06865 0.12385 1.07972 6.5651 0.819255 5.01783
64 4.445 0.899875 0.13515 1.08705 7.26917 0.845959 5.5652
65 4.515 1.04585 0.1487 1.10763 8.00935 0.867143 6.14408
66 4.585 0.924349 0.16105 1.12159 8.78227 0.89048 6.75711
67 4.655 1.00568 0.1749 1.13481 9.58838 0.915014 7.40641
68 4.725 0.933814 0.18815 1.16238 10.4391 0.941934 8.09507
69 4.795 1.00598 0.20285 1.1672 11.3188 0.972587 8.82737
70 4.865 0.977238 0.21755 1.18502 12.2382 1.00308 9.60484
71 4.935 1.0337 0.23355 1.20394 13.1994 1.02845 10.4251
72 5.005 0.986144 0.24925 1.21473 14.1969 1.05155 11.2877
73 5.075 0.934692 0.26455 1.21323 15.2212 1.06245 12.1838
74 5.145 0.882684 0.2794 1.21544 16.2759 1.07107 13.1123
75 5.215 0.911216 0.29515 1.21814 17.3619 1.07698 14.0714
76 5.285 0.980187 0.31255 1.20116 18.4617 1.08022 15.0595
77 5.355 0.861451 0.32825 1.20962 19.5988 1.08663 16.0799
78 5.425 0.946289 0.34595 1.20439 20.7607 1.09781 17.138
79 5.495 0.98747 0.3649 1.19744 21.946 1.10898 18.2345
80 5.565 0.868792 0.382 1.19624 23.1604 1.12404 19.3745
81 5.635 0.891939 0.4 1.19982 24.4093 1.13327 20.5529
82 5.705 0.862934 0.41785 1.19638 25.6858 1.1455 21.7738
83 5.775 0.917627 0.4373 1.19548 26.9927 1.15439 23.0346
84 5.845 0.928019 0.45745 1.1874 28.3226 1.15905 24.3313
85 5.915 0.937665 0.4783 1.18095 29.677 1.16407 25.6651
86 5.985 0.942215 0.49975 1.17295 31.0543 1.16482 27.0314
87 6.055 0.946306 0.5218 1.15476 32.4421 1.16119 28.4256
88 6.125 0.794783 0.54075 1.14661 33.8522 1.15908 29.8496
89 6.195 0.817922 0.5607 1.13659 35.2822 1.15197 31.2973
90 6.265 0.85186 0.58195 1.12066 36.724 1.14554 32.7697
91 6.335 0.846861 0.60355 1.11381 38.1894 1.13644 34.2633
92 6.405 0.799686 0.6244 1.08901 39.6539 1.12642 35.7766
93 6.475 0.77686 0.6451 1.07934 41.1373 1.1166 37.3096
94 6.545 0.736456 0.66515 1.06448 42.632 1.10503 38.8597
95 6.615 0.778485 0.6868 1.04437 44.1301 1.09615 40.4305
96 6.685 0.744663 0.70795 1.03836 45.6512 1.08785 42.0225
97 6.755 0.694827 0.7281 1.02277 47.1811 1.08207 43.6394
98 6.825 0.722871 0.7495 1.00453 48.715 1.0742 45.278
99 6.895 0.756258 0.77235 0.996272 50.2676 1.06666 46.9386
100 6.965 0.716807 0.79445 0.991471 51.8443 1.06038 48.6232
101 7.035 0.739175 0.8177 0.977879 53.4308 1.052 50.3281
102 7.105 0.721565 0.84085 0.974749 55.0438 1.04434 52.0546
103 7.175 0.67699 0.863 0.96243 56.668 1.03429 53.7982
104 7.245 0.705938 0.88655 0.948906 58.3007 1.02498 55.5601
105 7.315 0.73513 0.91155 0.9447 59.9578 1.01464 57.338
106 7.385 0.72703 0.93675 0.936818 61.6326 1.00656 59.1357
107 7.455 0.713441 0.96195 0.928913 63.325 0.995175 60.9469
108 7.525 0.74191 0.98865 0.925126 65.0422 0.984651 62.7728
109 7.595 0.729661 1.0154 0.919019 66.78 0.977411 64.6191
110 7.665 0.729785 1.04265 0.909722 68.5321 0.968951 66.4834
111 7.735 0.717951 1.06995 0.908067 70.3131 0.961411 68.3671
112 7.805 0.780035 1.10015 0.907976 72.1263 0.953426 70.269
113 7.875 0.790333 1.1313 0.90322 73.9624 0.948572 72.1954
114 7.945 0.787685 1.1629 0.900665 75.8261 0.942155 74.143
115 8.015 0.853589 1.19775 0.903937 77.7296 0.938784 76.1179
116 8.085 0.849705 1.23305 0.903052 79.6647 0.934992 78.1193
117 8.155 0.863571 1.26955 0.903671 81.6347 0.933231 80.1518
118 8.225 0.805907 1.3042 0.915343 83.6647 0.931073 82.2144
119 8.295 0.850675 1.3414 0.918314 85.736 0.92895 84.3076
120 8.365 0.924195 1.3825 0.91999 87.8462 0.928587 86.4354
121 8.435 0.91113 1.4237 0.919576 89.9909 0.928233 88.5981
122 8.505 0.922297 1.4661 0.927833 92.191 0.928026 90.7964
123 8.575 0.989685 1.51235 0.93264 94.4391 0.929332 93.0342
124 8.645 0.997934 1.55975 0.938405 96.738 0.931046 95.3128
125 8.715 0.97886 1.607 0.947831 99.0979 0.932955 97.6333
126 8.785 1.00716 1.6564 0.94838 101.497 0.935542 99.9977
127 8.855 0.95317 1.7039 0.964491 103.976 0.937938 102.406
128 8.925 1.00544 1.7548 0.967373 106.502 0.941437 104.862
129 8.995 0.988877 1.80565 0.97068 109.077 0.944716 107.365
130 9.065 1.02441 1.85915 0.981882 111.722 0.948803 109.918
131 9.135 1.01442 1.91295 0.980728 114.405 0.952673 112.521
132 9.205 1.00834 1.96725 0.989036 117.152 0.957217 115.178
133 9.275 1.06085 2.02525 0.996017 119.96 0.962772 117.89
134 9.345 1.09006 2.08575 1.0069 122.843 0.965942 120.652
135 9.415 1.04995 2.1449 1.01447 125.791 0.97139 123.472
136 9.485 1.0896 2.2072 1.0151 128.784 0.975211 126.345
137 9.555 1.01854 2.2663 1.01872 131.833 0.979694 129.274
138 9.625 1.01482 2.32605 1.02409 134.943 0.985123 132.263
139 9.695 1.0948 2.39145 1.02802 138.111 0.988368 135.305
140 9.765 1.07586 2.45665 1.03221 141.337 0.994337 138.41
141 9.835 1.06955 2.5224 1.03759 144.627 0.99702 141.568
142 9.905 1.05529 2.5882 1.03538 147.957 1.00178 144.786
143 9.975 1.06662 2.65565 1.04251 151.357 1.00521 148.062
144 10.045 1.09547 2.7259 1.04654 154.819 1.01027 151.4
145 10.115 1.12496 2.79905 1.03994 158.307 1.01292 154.794
146 10.185 1.09286 2.8711 1.04293 161.853 1.0179 158.252
147 10.255 1.07351 2.94285 1.04792 165.466 1.0213 161.769
148 10.325 1.1018 3.0175 1.04524 169.119 1.02431 165.345
149 10.395 1.12851 3.095 1.0502 172.838 1.02677 168.978
150 10.465 1.0797 3.17015 1.04107 176.576 1.02793 172.664
151 10.535 1.09163 3.24715 1.04501 180.378 1.03036 176.409
152 10.605 1.06887 3.32355 1.0418 184.219 1.03189 180.21
153 10.675 1.11496 3.4043 1.04158 188.11 1.03372 184.067
154 10.745 1.06846 3.4827 1.04185 192.053 1.03412 187.977
155 10.815 1.10243 3.56465 1.04564 196.062 1.03516 191.942
156 10.885 1.09693 3.64725 1.04173 200.108 1.03503 195.958
157 10.955 1.03838 3.72645 1.04 204.199 1.0363 200.031
158 11.025 1.07054 3.80915 1.03532 208.325 1.03565 204.153
159 11.095 1.08008 3.89365 1.03133 212.486 1.03617 208.33
160 11.165 1.04639 3.97655 1.03475 216.715 1.03437 212.552
161 11.235 1.01157 4.0577 1.02446 220.954 1.03456 216.829
162 11.305 1.06557 4.14425 1.0274 225.258 1.0331 221.153
163 11.375 1.0604 4.23145 1.02354 229.599 1.03187 225.525
164 11.445 0.999416 4.31465 1.01927 233.976 1.02989 229.942
165 11.515 1.03062 4.4015 1.01564 238.39 1.02956 234.413
166 11.585 1.03637 4.4899 1.00893 242.829 1.02683 238.926
167 11.655 1.01875 4.57785 1.0088 247.321 1.02481 243.485
168 11.725 0.973999 4.66295 1.00406 251.846 1.0243 248.096
169 11.795 1.01224 4.75245 0.999805 256.406 1.02195 252.752
170 11.865 1.01318 4.8431 1.00158 261.028 1.01917 257.45
171 11.935 1.01348 4.93485 0.997834 265.687 1.01613 262.19
172 12.005 0.994055 5.0259 0.995767 270.392 1.01455 266.978
173 12.075 1.03868 5.12215 0.993984 275.142 1.01154 271.808
174 12.145 1.01767 5.21755 0.992223 279.94 1.00993 276.686
175 12.215 1.01342 5.31365 0.990993 284.787 1.0072 281.608
176 12.285 1.01546 5.41105 0.992148 289.695 1.00464 286.573
177 12.355 1.01687 5.5097 0.98369 294.618 1.00362 291.59
178 12.425 0.98914 5.60675 0.984395 299.599 1.00108 296.651
179 12.495 1.01538 5.7075 0.981119 304.621 0.998247 301.754
180 12.565 0.969712 5.8048 0.983019 309.708 0.996954 306.909
181 12.635 0.982159 5.90445 0.982385 314.849 0.995076 312.111
182 12.705 0.957719 6.0027 0.978403 320.026 0.991949 317.354
183 12.775 1.02294 6.1088 0.980855 325.274 0.990598 322.648
184 12.845 1.01039 6.21475 0.975981 330.552 0.989434 327.994
185 12.915 0.998521 6.3206 0.972119 335.868 0.988181 333.392
186 12.985 0.957455 6.4232 0.974647 341.255 0.986153 338.837
187 13.055 1.01646 6.5333 0.976323 346.709 0.985278 344.336
188 13.125 0.969564 6.63945 0.978993 352.238 0.984197 349.888
189 13.195 0.970149 6.7468 0.975589 357.806 0.983434 355.495
190 13.265 1.00286 6.85895 0.981716 363.468 0.983389 361.162
191 13.335 0.918915 6.9628 0.978577 369.173 0.982642 366.884
192 13.405 0.98027 7.07475 0.981681 374.955 0.982398 372.665
193 13.475 1.02557 7.1931 0.980236 380.79 0.981837 378.503
194 13.545 0.996988 7.30935 0.977488 386.668 0.98199 384.403
195 13.615 0.974879 7.4242 0.984643 392.652 0.981746 390.362
196 13.685 0.982575 7.54115 0.987473 398.714 0.983309 396.393
197 13.755 0.966362 7.65735 0.986654 404.833 0.982698 402.481
198 13.825 1.01135 7.7802 0.989337 411.032 0.983992 408.64
199 13.895 1.00811 7.9039 0.990308 417.299 0.985072 414.868
200 13.965 1.01134 8.02925 0.989998 423.628 0.984405 421.155
1000000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 7.04104e-06 2.04082e-06
44 3.045 0 0 0.000246747 7.5e-05 0.000171387 5.40816e-05
45 3.115 0 0 0.00282938 0.000975 0.00179827 0.00062551
46 3.185 0.0232654 0.00015 0.0122539 0.00505 0.00980147 0.00388163
47 3.255 0.0222756 0.0003 0.0435472 0.020175 0.0327265 0.0152367
48 3.325 0.0498109 0.00065 0.112783 0.06105 0.081429 0.0447184
49 3.395 0.170636 0.0019 0.217749 0.143325 0.162608 0.106096
50 3.465 0.321071 0.00435 0.357674 0.2841 0.270885 0.212603
51 3.535 0.428097 0.00775 0.495183 0.48695 0.392069 0.373049
52 3.605 0.532702 0.01215 0.639919 0.759575 0.513041 0.591397
53 3.675 0.541728 0.0168 0.780828 1.10528 0.616928 0.864254
54 3.745 0.706774 0.0231 0.862621 1.50187 0.696797 1.18429
55 3.815 0.756751 0.0301 0.907182 1.9347 0.740434 1.53719
56 3.885 0.745364 0.03725 0.955631 2.40752 0.758636 1.91217
57 3.955 0.789626 0.0451 0.984851 2.91252 0.758337 2.30062
58 4.025 0.801249 0.05335 0.993543 3.44017 0.75403 2.70066
59 4.095 0.713101 0.06095 1.00648 3.99345 0.751933 3.11359
60 4.165 0.857132 0.0704 1.02402 4.57578 0.761878 3.5464
61 4.235 0.877282 0.0804 1.04326 5.18915 0.778796 4.00382
62 4.305 0.764087 0.0894 1.0731 5.8411 0.799394 4.48898
63 4.375 0.854917 0.0998 1.09104 6.52568 0.824927 5.00606
64 4.445 0.688842 0.10845 1.1087 7.24377 0.847402 5.55435
65 4.515 0.740974 0.11805 1.12308 7.99427 0.870809 6.13568
66 4.585 0.740976 0.12795 1.12297 8.76815 0.891476 6.7494
67 4.655 0.689814 0.13745 1.13788 9.57643 0.916185 7.39954
68 4.725 0.814004 0.149 1.17113 10.4335 0.945052 8.09048
69 4.795 0.715134 0.15945 1.1866 11.3279 0.97357 8.82351
70 4.865 0.727942 0.1704 1.18647 12.2484 1.0054 9.60277
71 4.935 0.665444 0.1807 1.21136 13.2155 1.03206 10.4259
72 5.005 0.731757 0.19235 1.21741 14.2152 1.05314 11.2898
73 5.075 0.64451 0.2029 1.21432 15.2405 1.06686 12.1896
74 5.145 0.835132 0.21695 1.22939 16.3073 1.07573 13.1221
75 5.215 0.72608 0.2295 1.21304 17.3887 1.07895 14.0831
76 5.285 0.721057 0.2423 1.2002 18.4876 1.08077 15.0716
77 5.355 0.737995 0.25575 1.20794 19.6232 1.08998 16.0952
78 5.425 0.705707 0.26895 1.21032 20.7908 1.09818 17.1536
79 5.495 0.773822 0.2838 1.20357 21.9822 1.11218 18.2534
80 5.565 0.777341 0.2991 1.19693 23.1973 1.1255 19.3948
81 5.635 0.733372 0.3139 1.19101 24.437 1.13709 20.5772
82 5.705 0.783167 0.3301 1.18652 25.7029 1.14935 21.8022
83 5.775 0.745425 0.3459 1.18725 27.0009 1.15865 23.0676
84 5.845 0.780641 0.36285 1.18213 28.3248 1.16653 24.3727
85 5.915 0.735291 0.3792 1.17711 29.6749 1.16927 25.7124
86 5.985 0.753333 0.39635 1.15936 31.0362 1.16879 27.0834
87 6.055 0.828286 0.41565 1.15476 32.4241 1.16789 28.4856
88 6.125 0.742356 0.43335 1.14068 33.8268 1.16336 29.9149
89 6.195 0.776923 0.4523 1.12999 35.2484 1.156 31.3677
90 6.265 0.813777 0.4726 1.11541 36.6836 1.1504 32.8464
91 6.335 0.760607 0.492 1.10418 38.1362 1.13941 34.3438
92 6.405 0.763249 0.5119 1.08633 39.5971 1.12908 35.8606
93 6.475 0.763724 0.53225 1.07115 41.0693 1.11869 37.3966
94 6.545 0.639119 0.54965 1.05698 42.5535 1.10789 38.9507
95 6.615 0.73174 0.57 1.04346 44.0503 1.09957 40.5264
96 6.685 0.73234 0.5908 1.03717 45.5697 1.09056 42.1224
97 6.755 0.705171 0.61125 1.01303 47.085 1.08109 43.7378
98 6.825 0.685714 0.63155 1.00663 48.6221 1.07311 45.3747
99 6.895 0.671862 0.65185 0.992871 50.1694 1.06579 47.034
100 6.965 0.671399 0.67255 0.984773 51.7354 1.05899 48.7163
101 7.035 0.674 0.69375 0.980729 53.3265 1.05105 50.4197
102 7.105 0.732474 0.71725 0.96076 54.9164 1.04138 52.1413
103 7.175 0.638785 0.73815 0.958282 56.5335 1.03174 53.8807
104 7.245 0.668468 0.76045 0.946043 58.1614 1.02118 55.636
105 7.315 0.670438 0.78325 0.941393 59.8127 1.01116 57.4078
106 7.385 0.764535 0.80975 0.934916 61.4841 0.999816 59.1935
107 7.455 0.713441 0.83495 0.935377 63.1882 0.990796 60.9967
108 7.525 0.715512 0.8607 0.923416 64.9023 0.980414 62.8147
109 7.595 0.717386 0.887 0.921254 66.6443 0.969991 64.647
110 7.665 0.744515 0.9148 0.917783 68.4119 0.962757 66.4994
111 7.735 0.735046 0.94275 0.913306 70.2032 0.954918 68.3703
112 7.805 0.770995 0.9726 0.916277 72.0329 0.948812 70.2631
113 7.875 0.706606 1.00045 0.9105 73.8839 0.942525 72.1772
114 7.945 0.726614 1.0296 0.90476 75.7561 0.938092 74.1164
115 8.015 0.79848 1.0622 0.911784 77.6761 0.93468 76.0826
116 8.085 0.778695 1.09455 0.916936 79.6409 0.930086 78.0736
117 8.155 0.781946 1.1276 0.915069 81.6358 0.928468 80.0956
118 8.225 0.805907 1.16225 0.92187 83.6802 0.927912 82.1513
119 8.295 0.848388 1.19935 0.92697 85.771 0.926688 84.2394
120 8.365 0.853362 1.2373 0.926987 87.8973 0.925125 86.3592
121 8.435 0.924399 1.2791 0.935601 90.0794 0.925295 88.5151
122 8.505 0.924472 1.3216 0.935667 92.2981 0.926598 90.71
123 8.575 0.886972 1.36305 0.940813 94.5658 0.925826 92.9393
124 8.645 0.97267 1.40925 0.947976 96.8883 0.928502 95.2118
125 8.715 0.892886 1.45235 0.953946 99.2633 0.932493 97.5311
126 8.785 1.04691 1.5037 0.957896 101.687 0.933718 99.8908
127 8.855 0.95618 1.55135 0.9688 104.177 0.937337 102.298
128 8.925 1.01235 1.6026 0.972639 106.717 0.941756 104.754
129 8.995 0.984016 1.6532 0.982302 109.322 0.945271 107.259
130 9.065 0.98994 1.7049 0.991339 111.992 0.949678 109.814
131 9.135 1.03328 1.7597 0.988652 114.697 0.954604 112.423
132 9.205 1.03248 1.8153 0.995355 117.461 0.958487 115.083
133 9.275 1.04988 1.8727 1.00384 120.292 0.963546 117.797
134 9.345 1.07925 1.9326 1.00675 123.174 0.969178 120.569
135 9.415 1.05882 1.99225 1.0148 126.123 0.973663 123.395
136 9.485 1.09485 2.05485 1.01803 129.125 0.978613 126.278
137 9.555 1.14522 2.1213 1.02392 132.19 0.983561 129.219
138 9.625 1.09635 2.18585 1.02649 135.307 0.987725 132.215
139 9.695 1.07555 2.2501 1.03316 138.49 0.993981 135.275
140 9.765 1.15507 2.3201 1.03228 141.717 0.998169 138.392
141 9.835 1.18342 2.39285 1.038 145.008 1.00192 141.565
142 9.905 1.11864 2.4626 1.04059 148.355 1.00517 144.795
143 9.975 1.20104 2.53855 1.04421 151.761 1.00993 148.085
144 10.045 1.14771 2.61215 1.04381 155.213 1.01445 151.437
145 10.115 1.16341 2.6878 1.04899 158.732 1.01635 154.843
146 10.185 1.19297 2.76645 1.04795 162.295 1.02045 158.309
147 10.255 1.14757 2.84315 1.04746 165.906 1.02302 161.832
148 10.325 1.14608 2.9208 1.04793 169.568 1.02687 165.417
149 10.395 1.22025 3.0046 1.04389 173.266 1.02898 169.058
150 10.465 1.20901 3.08875 1.04483 177.017 1.03137 172.757
151 10.535 1.16606 3.171 1.04613 180.823 1.03256 176.51
152 10.605 1.13953 3.25245 1.04635 184.68 1.034 180.318
153 10.675 1.13775 3.33485 1.04075 188.568 1.03535 184.182
154 10.745 1.15841 3.41985 1.03774 192.496 1.03619 188.099
155 10.815 1.05131 3.498 1.03495 196.464 1.03663 192.07
156 10.885 1.15204 3.58475 1.03515 200.484 1.03713 196.094
157 10.955 1.12425 3.6705 1.03418 204.553 1.03698 200.169
158 11.025 1.13332 3.75805 1.02957 208.655 1.03708 204.297
159 11.095 1.07689 3.8423 1.02587 212.795 1.03508 208.47
160 11.165 1.13853 3.9325 1.023 216.975 1.03368 212.69
161 11.235 1.10506 4.02115 1.02191 221.204 1.03206 216.956
162 11.305 1.10004 4.1105 1.01961 225.475 1.03193 221.275
163 11.375 1.10539 4.2014 1.01301 229.772 1.03028 225.64
164 11.445 1.06188 4.2898 1.00515 234.088 1.02986 230.058
165 11.515 1.07334 4.38025 1.00552 238.459 1.02561 234.511
166 11.585 1.06099 4.47075 1.00512 242.881 1.02399 239.011
167 11.655 1.03496 4.5601 1.0017 247.341 1.02258 243.56
168 11.725 1.06499 4.65315 1.00038 251.849 1.0197 248.151
169 11.795 1.06822 4.7476 0.996204 256.393 1.0184 252.79
170 11.865 0.995857 4.8367 0.990373 260.963 1.0152 257.471
171 11.935 1.01238 4.92835 0.987436 265.574 1.01403 262.201
172 12.005 0.99733 5.0197 0.99175 270.259 1.01071 266.971
173 12.075 1.00199 5.11255 0.990495 274.993 1.00812 271.784
174 12.145 1.00861 5.2071 0.987859 279.77 1.00657 276.646
175 12.215 0.996551 5.3016 0.985672 284.591 1.00418 281.553
176 12.285 0.984184 5.396 0.977837 289.428 1.00154 286.503
177 12.355 1.01326 5.4943 0.981357 294.339 1.00062 291.505
178 12.425 1.01156 5.59355 0.979178 299.294 0.997433 296.547
179 12.495 0.977584 5.69055 0.980753 304.314 0.995163 301.635
180 12.565 0.966224 5.7875 0.975894 309.364 0.993102 306.769
181 12.635 0.938299 5.8827 0.975749 314.471 0.992682 311.959
182 12.705 0.921652 5.97725 0.975176 319.631 0.990141 317.193
183 12.775 0.965089 6.07735 0.977654 324.861 0.9896 322.482
184 12.845 0.970334 6.1791 0.975135 330.135 0.987514 327.817
185 12.915 0.935317 6.27825 0.973765 335.459 0.987048 333.209
186 12.985 0.928526 6.37775 0.973946 340.842 0.984979 338.647
187 13.055 0.986913 6.48465 0.981125 346.324 0.984953 344.145
188 13.125 0.970477 6.5909 0.981698 351.867 0.984328 349.697
189 13.195 0.955237 6.6966 0.978436 357.452 0.983253 355.303
190 13.265 0.897342 6.79695 0.980238 363.106 0.983149 360.968
191 13.335 0.930418 6.9021 0.980559 368.822 0.983235 366.694
192 13.405 0.964508 7.01225 0.984876 374.623 0.983313 372.48
193 13.475 0.967078 7.12385 0.984994 380.486 0.982816 378.324
194 13.545 0.969973 7.23695 0.991181 386.447 0.982225 384.225
195 13.615 0.956205 7.3496 0.989223 392.458 0.983033 390.193
196 13.685 0.942247 7.46175 0.987688 398.522 0.985031 396.234
197 13.755 0.929355 7.5735 0.986791 404.642 0.983886 402.33
198 13.825 0.946311 7.68845 0.993431 410.866 0.985039 408.495
199 13.895 0.932318 7.80285 0.994523 417.16 0.986148 414.73
200 13.965 0.977051 7.92395 0.99408 423.515 0.987118 421.034
1200000 200
1 0.035 0 0 0 0 0 0
2 0.105 0 0 0 0 0 0
3 0.175 0 0 0 0 0 0
4 0.245 0 0 0 0 0 0
5 0.315 0 0 0 0 0 0
6 0.385 0 0 0 0 0 0
7 0.455 0 0 0 0 0 0
8 0.525 0 0 0 0 0 0
9 0.595 0 0 0 0 0 0
10 0.665 0 0 0 0 0 0
11 0.735 0 0 0 0 0 0
12 0.805 0 0 0 0 0 0
13 0.875 0 0 0 0 0 0
14 0.945 0 0 0 0 0 0
15 1.015 0 0 0 0 0 0
16 1.085 0 0 0 0 0 0
17 1.155 0 0 0 0 0 0
18 1.225 0 0 0 0 0 0
19 1.295 0 0 0 0 0 0
20 1.365 0 0 0 0 0 0
21 1.435 0 0 0 0 0 0
22 1.505 0 0 0 0 0 0
23 1.575 0 0 0 0 0 0
24 1.645 0 0 0 0 0 0
25 1.715 0 0 0 0 0 0
26 1.785 0 0 0 0 0 0
27 1.855 0 0 0 0 0 0
28 1.925 0 0 0 0 0 0
29 1.995 0 0 0 0 0 0
30 2.065 0 0 0 0 0 0
31 2.135 0 0 0 0 0 0
32 2.205 0 0 0 0 0 0
33 2.275 0 0 0 0 0 0
34 2.345 0 0 0 0 0 0
35 2.415 0 0 0 0 0 0
36 2.485 0 0 0 0 0 0
37 2.555 0 0 0 0 0 0
38 2.625 0 0 0 0 0 0
39 2.695 0 0 0 0 0 0
40 2.765 0 0 0 0 0 0
41 2.835 0 0 0 0 0 0
42 2.905 0 0 0 0 0 0
43 2.975 0 0 0 0 7.04104e-06 2.04082e-06
44 3.045 0 0 0.000657991 0.0002 0.000208353 6.53061e-05
45 3.115 0 0 0.00314376 0.0012 0.00185928 0.000656122
46 3.185 0 0 0.0157121 0.006425 0.00985369 0.00392959
47 3.255 0.0297007 0.0002 0.0486577 0.023325 0.0333647 0.0155061
48 3.325 0.185012 0.0015 0.120508 0.067 0.0834554 0.0457214
49 3.395 0.334447 0.00395 0.224101 0.151675 0.164708 0.107892
50 3.465 0.497987 0.00775 0.366758 0.296025 0.269709 0.213937
51 3.535 0.623258 0.0127 0.514529 0.5068 0.390473 0.37373
52 3.605 0.950389 0.02055 0.653533 0.785225 0.509821 0.590707
53 3.675 1.08928 0.0299 0.773261 1.12757 0.612985 0.86182
54 3.745 1.21161 0.0407 0.868058 1.52667 0.688986 1.17827
55 3.815 1.15675 0.0514 0.918501 1.9649 0.734345 1.52827
56 3.885 1.27702 0.06365 0.947092 2.4335 0.753349 1.90063
57 3.955 1.21713 0.07575 0.958085 2.92477 0.754833 2.28729
58 4.025 1.31113 0.08925 0.987847 3.4494 0.753049 2.68681
59 4.095 1.54349 0.1057 0.995522 3.99665 0.75137 3.09943
60 4.165 1.45576 0.12175 1.01681 4.57487 0.75822 3.53016
61 4.235 1.34224 0.13705 1.02238 5.17597 0.774244 3.98491
62 4.305 1.36262 0.1531 1.05467 5.81672 0.795685 4.46782
63 4.375 1.23716 0.16815 1.06323 6.48385 0.81879 4.98105
64 4.445 1.38565 0.18555 1.0818 7.18453 0.844063 5.52718
65 4.515 1.24653 0.2017 1.07519 7.90303 0.867581 6.10636
66 4.585 1.11521 0.2166 1.09148 8.6552 0.893464 6.72144
67 4.655 1.28886 0.23435 1.10909 9.44302 0.917234 7.37232
68 4.725 1.24743 0.25205 1.13471 10.2735 0.94523 8.06339
69 4.795 1.32077 0.27135 1.13556 11.1294 0.977083 8.79907
70 4.865 1.46918 0.29345 1.16511 12.0333 1.00894 9.58108
71 4.935 1.18552 0.3118 1.18512 12.9795 1.03343 10.4053
72 5.005 1.20599 0.331 1.19367 13.9597 1.06041 11.2752
73 5.075 1.21571 0.3509 1.18847 14.9631 1.07228 12.1796
74 5.145 1.05803 0.3687 1.19726 16.002 1.07904 13.115
75 5.215 1.17446 0.389 1.19176 17.0645 1.08322 14.0797
76 5.285 1.12665 0.409 1.1764 18.1416 1.08904 15.0758
77 5.355 1.23182 0.43145 1.18762 19.258 1.09369 16.1029
78 5.425 1.22162 0.4543 1.17598 20.3926 1.10465 17.1675
79 5.495 1.03437 0.47415 1.17478 21.5554 1.1196 18.2746
80 5.565 1.09488 0.4957 1.16467 22.7378 1.12977 19.4203
